,0
-74899.93324429601,1.000018045703751
-74863.35208031833,0.9999819024009559
-74826.77091634065,1.0000181533190589
-74790.18975236297,0.9999817942720642
-74753.60858838531,1.0000182620005822
-74717.02742440763,0.9999816850591188
-74680.44626042995,1.0000183717847217
-74643.86509645227,0.9999815747255496
-74607.28393247459,1.0000184827082386
-74570.7027684969,0.9999814632344164
-74534.12160451923,1.0000185948082827
-74497.54044054156,0.9999813505483752
-74460.95927656388,1.000018708122417
-74424.3781125862,0.9999812366296518
-74387.79694860852,1.0000188226886515
-74351.21578463084,0.9999811214400122
-74314.63462065316,1.000018938545476
-74278.05345667548,0.999981004940728
-74241.47229269781,1.0000190557318858
-74204.89112872013,0.999980887092548
-74168.30996474245,1.0000191742874118
-74131.72880076477,0.9999807678556719
-74095.1476367871,1.0000192942521597
-74058.56647280941,0.999980647189709
-74021.98530883173,1.0000194156668334
-73985.40414485407,0.9999805250536542
-73948.82298087639,1.000019538572772
-73912.2418168987,0.9999804014058535
-73875.66065292103,1.0000196630119793
-73839.07948894335,0.999980276203968
-73802.49832496567,1.000019789027161
-73765.917160988,0.9999801494049407
-73729.33599701032,1.000019916661758
-73692.75483303264,0.999980020964967
-73656.17366905496,1.0000200459599808
-73619.59250507728,0.9999798908394502
-73583.0113410996,1.000020176966844
-73546.43017712192,0.9999797589829754
-73509.84901314425,1.000020309728205
-73473.26784916657,0.9999796253492647
-73436.68668518889,1.0000204442908003
-73400.10552121121,0.9999794898911463
-73363.52435723353,1.0000205807022808
-73326.94319325585,0.9999793525605061
-73290.36202927817,1.0000207190112587
-73253.7808653005,0.9999792133082633
-73217.19970132282,1.0000208592673374
-73180.61853734514,0.9999790720843122
-73144.03737336746,1.0000210015211628
-73107.45620938978,0.9999789288374947
-73070.8750454121,1.0000211458244563
-73034.29388143442,0.9999787835155516
-72997.71271745676,1.0000212922300638
-72961.13155347908,0.9999786360650786
-72924.5503895014,1.0000214407919967
-72887.96922552372,0.9999784864314842
-72851.38806154604,1.0000215915654809
-72814.80689756836,0.9999783345589396
-72778.22573359068,1.0000217446069997
-72741.64456961301,0.9999781803903341
-72705.06340563533,1.0000218999743473
-72668.48224165765,0.9999780238672271
-72631.90107767997,1.000022057726673
-72595.31991370229,0.9999778649297969
-72558.73874972461,1.0000222179245337
